Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
"hydro-tube-50","Hydro Tubing 50 ft","<p>Black 1/2-inch tubing that does not light-strike algae into your lines. Cut it, clamp it, forget it.</p><p><strong>Is this right for me?</strong> You will need extra length the moment the reservoir is not directly under the tray.</p><ul><li>Length: 50 ft</li><li>ID: 1/2 in</li><li>Color: Light-proof black</li></ul>","HarvestHome","Hydroponics","hydroponics, tubing, irrigation","TRUE","Length","25 ft","HH-0011","1361","shopify","24","deny","manual","22.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/hydro-tube-50.webp","Hydro Tubing 50 ft","active"
"net-pot-50","Net Pots 3-inch, 50-pack","<p>The standard 3-inch basket for DWC lids, NFT holes, and clone collars. Buy the pack; you will lose three under the bench.</p><p><strong>Is this right for me?</strong> A refill, not a system. Pair with clay pebbles or coco plugs.</p><ul><li>Size: 3 in</li><li>Count: 50</li></ul>","HarvestHome","Hydroponics","hydroponics, net pots, propagation","TRUE","Title","Default","HH-0012","907","shopify","25","deny","manual","18.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/net-pot-50.webp","Net Pots 3-inch, 50-pack","active"
"flood-tray-4x4","Hydroponic Flood Tray 4×4","<p>A rigid 4×4 tray with a drain fitting. Use it as an ebb-and-flow table, a leak catcher under DWC, or a greenhouse bench liner.</p><p><strong>Is this right for me?</strong> If your bench is wood or you are tired of leaks. Not a complete system.</p><ul><li>Size: 4 × 4 ft</li><li>Drain: 1 in fitting</li></ul>","HarvestHome","Hydroponics","hydroponics, tray, greenhouse","TRUE","Title","Default","HH-0013","5443","shopify","26","deny","manual","96.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/flood-tray-4x4.webp","Hydroponic Flood Tray 4×4","active"
"clay-pebble-10l","Clay Pebble Media, 10 L","<p>Rinsed expanded clay for net pots and drip buckets. Reusable after a hot wash — the opposite of a peat habit.</p><p><strong>Is this right for me?</strong> The default media if you do not want coco dust in your reservoir.</p><ul><li>Volume: 10 L</li><li>Material: Expanded clay</li></ul>","HarvestHome","Hydroponics","hydroponics, media, clay, leca","TRUE","Title","Default","HH-0014","5443","shopify","27","deny","manual","24.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/clay-pebble-10l.webp","Clay Pebble Media, 10 L","active"
"coco-brick-pair","Coco Coir Brick Pair","<p>Two compressed bricks that expand into a buffered coco mix for bags, pots, and seed starting. Holds water without turning to soup.</p><p><strong>Is this right for me?</strong> Use it when you want a soil-like feel without digging a bed.</p><ul><li>Count: 2 bricks</li><li>Hydrated: ~10 L each</li></ul>","HarvestHome","Hydroponics","hydroponics, coco, media, soil, seed starting","TRUE","Title","Default","HH-0015","2268","shopify","28","deny","manual","16.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/coco-brick-pair.webp","Coco Coir Brick Pair","active"
"pocket-ph-meter","Pocket pH Meter","<p>A waterproof pen you actually keep by the reservoir. Hydroponics without pH is just expensive water.</p><p><strong>Is this right for me?</strong> Everyone running hydroponics or mixing liquid fertilizer. Optional for a rain-fed raised bed.</p><ul><li>Range: 0–14 pH</li><li>Waterproof: Yes</li></ul>","HarvestHome","Hydroponics","hydroponics, ph, meter, water","TRUE","Title","Default","HH-0016","181","shopify","29","deny","manual","34.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/pocket-ph-meter.webp","Pocket pH Meter","active"
"ec-pen","EC / TDS Pen","<p>Reads electrical conductivity so you know if the reservoir is soup or tea. Pair it with the pH pen; they live in the same cup.</p><p><strong>Is this right for me?</strong> Necessary once you feed fruiting plants. Nice-to-have for lettuce.</p><ul><li>Reads: EC and TDS</li><li>Units: mS/cm, ppm</li></ul>","HarvestHome","Hydroponics","hydroponics, ec, tds, meter","TRUE","Title","Default","HH-0017","181","shopify","30","deny","manual","32.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/ec-pen.webp","EC / TDS Pen","active"
"canister-filter","Canister Water Filter","<p>A 10-inch sediment canister for well water, rain barrels, and greenhouse mains. Emitters last longer when grit never meets them.</p><p><strong>Is this right for me?</strong> If your water is from a well, a barrel, or an old house main. City water often skips this.</p><ul><li>Size: 10 in</li><li>Micron: 50</li></ul>","HarvestHome","Hydroponics","hydroponics, filter, irrigation, water","TRUE","Title","Default","HH-0018","1814","shopify","31","deny","manual","54.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/canister-filter.webp","Canister Water Filter","active"
"ph-adjust-kit","pH Adjust Kit","<p>Food-crop pH up and down in two marked bottles, plus a testing vial. Small doses. No swimming-pool chemistry.</p><p><strong>Is this right for me?</strong> A consumable next to the pH meter. You will use it.</p><ul><li>Includes: pH up, pH down, vial</li></ul>","HarvestHome","Hydroponics","hydroponics, ph, water treatment","TRUE","Title","Default","HH-0019","907","shopify","32","deny","manual","19.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/ph-adjust-kit.webp","pH Adjust Kit","active"
"lumen-bar-150","Lumen Bar 150 Full-Spectrum LED","<p>A 150-watt bar for a 2×4 of greens or a pair of fruiting plants. The spectrum is written for food, not for a nightclub.</p><p><strong>Is this right for me?</strong> Right for a closet, spare room, or dark apartment. A sunny south window may not need it.</p><ul><li>Draw: 150W</li><li>Coverage: 2 × 4 ft veg / 2 × 2 ft flower</li><li>Spectrum: Full, 3000–5000K mix</li></ul>","HarvestHome","Indoor Growing","indoor, led, lights, herbs, year-round","TRUE","Output","150W","HH-0020","2722","shopify","33","deny","manual","179.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/lumen-bar-150.webp","Lumen Bar 150 Full-Spectrum LED","active"
"lumen-bar-300","Lumen Bar 300 Full-Spectrum LED","<p>Three hundred watts for a 4×4 of serious indoor food — tomatoes, peppers, or a dense sea of greens.</p><p><strong>Is this right for me?</strong> If you already have a 4×4 tent. Too much light (and heat) for a kitchen herb jar.</p><ul><li>Draw: 300W</li><li>Coverage: 4 × 4 ft</li></ul>","HarvestHome","Indoor Growing","indoor, led, lights, advanced","TRUE","Title","Default","HH-0021","4990","shopify","34","deny","manual","329.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/lumen-bar-300.webp","Lumen Bar 300 Full-Spectrum LED","active"
"propagate-bar","Propagate Bar Seedling Light","<p>A slim 40-watt bar that sits over trays without cooking them. For seed starting in February, not for fruiting tomatoes.</p><p><strong>Is this right for me?</strong> If you start seeds on a shelf. A full LED bar is wasted here.</p><ul><li>Draw: 40W</li><li>Length: 24 in</li></ul>","HarvestHome","Indoor Growing","indoor, seed starting, propagation, beginner","TRUE","Title","Default","HH-0022","907","shopify","35","deny","manual","64.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/propagate-bar.webp","Propagate Bar Seedling Light","active"
"canopy-tent-24","Canopy Tent 2×4","<p>A 2×4 tent with a reflective interior and two ports. Enough for herbs, greens, and a pair of compact fruiting plants without taking the guest room.</p><p><strong>Is this right for me?</strong> Apartments and spare closets. Not a greenhouse replacement.</p><ul><li>Size: 24 × 48 × 60 in</li><li>Ports: 2</li></ul>","HarvestHome","Indoor Growing","indoor, tent, small-space","TRUE","Title","Default","HH-0023","7257","shopify","36","deny","manual","119.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/canopy-tent-24.webp","Canopy Tent 2×4","active"
"canopy-tent-44","Canopy Tent 4×4","<p>A 4×4 working room for year-round food. Pole joints are steel; the floor tray is welded into the design, not an afterthought.</p><p><strong>Is this right for me?</strong> If you are committing to indoor tomatoes or a dense green wall. Measure the room first.</p><ul><li>Size: 48 × 48 × 80 in</li></ul>","HarvestHome","Indoor Growing","indoor, tent, serious","TRUE","Title","Default","HH-0024","12701","shopify","37","deny","manual","189.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/canopy-tent-44.webp","Canopy Tent 4×4","active"
"four-tier-shelf","Four-Tier Growing Shelf","<p>A powder-coated rack with light bars on two levels. The indoor equivalent of a cold frame — herbs above, seedlings below.</p><p><strong>Is this right for me?</strong> The most mainstream indoor setup we sell. If you cook, this earns its footprint.</p><ul><li>Tiers: 4</li><li>Lights: 2 full-spectrum bars</li><li>Footprint: 30 × 14 in</li></ul>","HarvestHome","Indoor Growing","indoor, shelf, herbs, beginner, apartment","TRUE","Title","Default","HH-0025","17236","shopify","38","deny","manual","249.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/four-tier-shelf.webp","Four-Tier Growing Shelf","active"
"clip-fan","Clip Circulation Fan","<p>A quiet clip fan that keeps leaves moving so mildew does not settle. Indoor air is still air unless you stir it.</p><p><strong>Is this right for me?</strong> Every tent and every crowded shelf. Skip it only outdoors.</p><ul><li>Diameter: 6 in</li><li>Mount: Clip</li></ul>","HarvestHome","Indoor Growing","indoor, fan, airflow","TRUE","Title","Default","HH-0026","907","shopify","39","deny","manual","28.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/clip-fan.webp","Clip Circulation Fan","active"
"inline-fan-4","Inline Fan 4-inch","<p>A 4-inch inline fan for tents and small greenhouse gables. Move air out so you are not growing in a humid box.</p><p><strong>Is this right for me?</strong> Tents and sealed rooms. A clip fan is not a substitute.</p><ul><li>Duct: 4 in</li><li>Airflow: 195 CFM</li></ul>","HarvestHome","Indoor Growing","indoor, ventilation, fan","TRUE","Title","Default","HH-0027","2268","shopify","40","deny","manual","89.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/inline-fan-4.webp","Inline Fan 4-inch","active"
"carbon-filter-4","Carbon Filter 4-inch","<p>A charcoal filter that sits on the intake or exhaust of a 4-inch fan. Keeps indoor growing from announcing itself to the hallway.</p><p><strong>Is this right for me?</strong> Apartments, shared walls, and anyone running a sealed tent.</p><ul><li>Duct: 4 in</li></ul>","HarvestHome","Indoor Growing","indoor, filter, ventilation","TRUE","Title","Default","HH-0028","2722","shopify","41","deny","manual","54.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/carbon-filter-4.webp","Carbon Filter 4-inch","active"
"env-controller","Environment Controller","<p>One box for temperature, humidity, and a lighting outlet. Set the band; stop guessing whether the room cooked overnight.</p><p><strong>Is this right for me?</strong> Once you have a tent or a greenhouse heater. Beginners can start with a $12 timer.</p><ul><li>Channels: Heat, cool/fan, humidity, light</li></ul>","HarvestHome","Indoor Growing","indoor, controller, smart, automation","TRUE","Title","Default","HH-0029","1361","shopify","42","deny","manual","149.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/env-controller.webp","Environment Controller","active"
"room-humidifier","Room Humidifier","<p>A 1.5-gallon cool-mist unit for winter houses and sealed tents that dry out under LED. Seedlings notice before you do.</p><p><strong>Is this right for me?</strong> Forced-air homes in winter and tents with strong exhaust.</p><ul><li>Tank: 1.5 gal</li><li>Type: Cool mist</li></ul>","HarvestHome","Indoor Growing","indoor, humidity, climate","TRUE","Title","Default","HH-0030","2268","shopify","43","deny","manual","62.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/room-humidifier.webp","Room Humidifier","active"
"hygro-thermo","Hygrometer & Temperature Sensor","<p>A probe sensor with a readable display. Hang it at canopy height, not on the door where the draft lives.</p><p><strong>Is this right for me?</strong> The first instrument to buy. Everything else is decoration until you know the numbers.</p><ul><li>Reads: °F/°C and RH%</li><li>Probe: Yes</li></ul>","HarvestHome","Indoor Growing","indoor, sensor, temperature, humidity","TRUE","Title","Default","HH-0031","136","shopify","44","deny","manual","18.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/hygro-thermo.webp","Hygrometer & Temperature Sensor","active"
"smart-outlet-timer","Smart Outlet Timer","<p>Astronomic and simple on/off schedules for lights, pumps, and fans. The unglamorous device that keeps gardens alive when you travel.</p><p><strong>Is this right for me?</strong> If you still remember to flip a switch, you will forget. Buy the timer.</p><ul><li>Outlets: 2</li><li>Modes: Timer and app</li></ul>","HarvestHome","Indoor Growing","indoor, timer, automation, irrigation","TRUE","Title","Default","HH-0032","227","shopify","45","deny","manual","29.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/smart-outlet-timer.webp","Smart Outlet Timer","active"
"smart-monitor","Smart Garden Monitor","<p>Soil moisture, temperature, and light in an app that does not require a degree. Alerts you before basil becomes hay.</p><p><strong>Is this right for me?</strong> Travelers and overwaterers. Not a substitute for looking at the plant.</p><ul><li>Sensors: Moisture, temp, light</li></ul>","HarvestHome","Indoor Growing","indoor, smart, sensor, monitoring","TRUE","Title","Default","HH-0033","181","shopify","46","deny","manual","79.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/smart-monitor.webp","Smart Garden Monitor","active"
"seedling-heat-mat","Seedling Heat Mat","<p>A waterproof mat that warms a 10×20 tray. Peppers and tomatoes germinate instead of sulking in a cold mudroom.</p><p><strong>Is this right for me?</strong> If your house sits under 70°F in March. Skip it in a warm apartment.</p><ul><li>Size: 10 × 20 in</li><li>Waterproof: Yes</li></ul>","HarvestHome","Indoor Growing","indoor, seed starting, heat, propagation","TRUE","Title","Default","HH-0034","544","shopify","47","deny","manual","32.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/seedling-heat-mat.webp","Seedling Heat Mat","active"
"yardhouse-6x8","Yardhouse 6×8 Backyard Greenhouse","<p>A cedar-frame 6×8 with polycarbonate that actually diffuses light. Sized for a suburban lot — tomatoes in summer, greens through the shoulder seasons.</p><p><strong>Is this right for me?</strong> Homeowners who want a real house, not a pop-up. You need a level pad and a weekend.</p><ul><li>Size: 6 × 8 ft</li><li>Glazing: Twin-wall polycarbonate</li><li>Frame: Cedar</li></ul>","HarvestHome","Greenhouses","greenhouse, backyard, beginner, food","TRUE","Title","Default","HH-0035","81647","shopify","12","deny","manual","1890.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/yardhouse-6x8.webp","Yardhouse 6×8 Backyard Greenhouse","active"
"walkin-8x12","Walk-In 8×12 Greenhouse","<p>Headroom for indeterminate tomatoes and a center aisle you can actually work. The step between a backyard house and a production bay.</p><p><strong>Is this right for me?</strong> If the 6×8 already feels tight in your head. Requires a pad and a plan for heat.</p><ul><li>Size: 8 × 12 ft</li><li>Height: 9 ft peak</li><li>Glazing: Polycarbonate</li></ul>","HarvestHome","Greenhouses","greenhouse, walk-in, serious","TRUE","Title","Default","HH-0036","145149","shopify","13","deny","manual","3480.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/walkin-8x12.webp","Walk-In 8×12 Greenhouse","active"
"prospan-20x40","Prospan 20×40 Commercial Bay","<p>A gothic-arch production house for farms, garden centers, and serious acreage. Quoted with wind/snow package for your county.</p><p><strong>Is this right for me?</strong> Businesses and farms. Not a backyard project. We quote freight, anchoring, and covering together.</p><ul><li>Size: 20 × 40 ft</li><li>Style: Gothic arch</li><li>Cover: Quoted</li></ul>","HarvestHome","Greenhouses","greenhouse, commercial, pro, wholesale","TRUE","Title","Default","HH-0037","1088621","shopify","0","deny","manual","18600.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/prospan-20x40.webp","Prospan 20×40 Commercial Bay","draft"
"gh-shelf-unit","Greenhouse Staging Shelf","<p>Galvanized two-tier staging that shrugs off wet. Seedlings on top, bags of media below.</p><p><strong>Is this right for me?</strong> If your greenhouse currently uses the floor. Floors grow fungus gnats.</p><ul><li>Tiers: 2</li><li>Length: 48 in</li></ul>","HarvestHome","Greenhouses","greenhouse, shelving, bench","TRUE","Title","Default","HH-0038","15422","shopify","15","deny","manual","168.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/gh-shelf-unit.webp","Greenhouse Staging Shelf","active"
"cedar-gh-bench","Cedar Greenhouse Bench","<p>A 6-foot cedar slat bench that drains and does not rust. The piece that makes a greenhouse feel like a workroom instead of a storage shed.</p><p><strong>Is this right for me?</strong> Walk-in houses and potting corners. Too nice to leave in the rain without a roof.</p><ul><li>Length: 72 in</li><li>Material: Cedar</li></ul>","HarvestHome","Greenhouses","greenhouse, bench, cedar","TRUE","Title","Default","HH-0039","19051","shopify","16","deny","manual","240.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/cedar-gh-bench.webp","Cedar Greenhouse Bench","active"
"exhaust-gh-fan","Greenhouse Exhaust Fan Kit","<p>A shuttered exhaust fan with a thermostat. Hot houses cook pollen; this is how tomatoes set fruit in July.</p><p><strong>Is this right for me?</strong> Any sealed polycarbonate house in a climate that hits 80°F.</p><ul><li>Size: 16 in</li><li>Control: Thermostat</li></ul>","HarvestHome","Greenhouses","greenhouse, ventilation, fan","TRUE","Title","Default","HH-0040","7257","shopify","17","deny","manual","198.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/exhaust-gh-fan.webp","Greenhouse Exhaust Fan Kit","active"
"gh-heater","Greenhouse Heater","<p>A greenhouse-rated heater with a tip-over switch and a hose that vents where it should. Shoulder-season tomatoes are the point.</p><p><strong>Is this right for me?</strong> Zones 6 and colder, or anyone pushing tomatoes into November. Not a house furnace.</p><ul><li>Output: 18,000 BTU</li><li>Safety: Tip-over and ODS</li></ul>","HarvestHome","Greenhouses","greenhouse, heat, winter","TRUE","Title","Default","HH-0041","9979","shopify","18","deny","manual","289.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/gh-heater.webp","Greenhouse Heater","active"
"shade-cloth-50","Shade Cloth 50%","<p>Knitted 50% shade that clips to greenhouse bows or a patio frame. Lettuce in July is a shade problem, not a seed problem.</p><p><strong>Is this right for me?</strong> South-facing houses, heat-wave lettuce, and patios that fry herbs.</p><ul><li>Shade: 50%</li><li>Size: 12 × 12 ft</li></ul>","HarvestHome","Greenhouses","greenhouse, shade, heat","TRUE","Size","8 × 10 ft","HH-0042","1814","shopify","19","deny","manual","64.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/shade-cloth-50.webp","Shade Cloth 50%","active"
"gh-drip-kit","Greenhouse Irrigation Kit","<p>A 16-stake drip kit sized for benches and bags. One timer, one filter, rows that water while you are at work.</p><p><strong>Is this right for me?</strong> If you currently water by wand and then go on vacation.</p><ul><li>Stakes: 16</li><li>Line: 1/4 in</li></ul>","HarvestHome","Greenhouses","greenhouse, irrigation, drip, kit","TRUE","Title","Default","HH-0043","2268","shopify","20","deny","manual","89.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/gh-drip-kit.webp","Greenhouse Irrigation Kit","active"
"roof-vent-kit","Automatic Roof Vent Opener","<p>Wax-cylinder vents that open with heat and close with cool. No electricity. The most elegant piece of greenhouse kit we sell.</p><p><strong>Is this right for me?</strong> Every hobby house. This is how greenhouses survive a Tuesday you spent in meetings.</p><ul><li>Power: None (wax cylinder)</li><li>Lift: 15 lb</li></ul>","HarvestHome","Greenhouses","greenhouse, vent, automation","TRUE","Title","Default","HH-0044","907","shopify","21","deny","manual","42.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/roof-vent-kit.webp","Automatic Roof Vent Opener","active"
"gh-accessories-pack","Greenhouse Accessory Pack","<p>Clips, hooks, hanging bars, and a max-min thermometer. The bits you only notice when they are missing.</p><p><strong>Is this right for me?</strong> A first-month add-on for any new house.</p><ul><li>Includes: Clips, hooks, bar, max-min thermometer</li></ul>","HarvestHome","Greenhouses","greenhouse, accessories","TRUE","Title","Default","HH-0045","1361","shopify","22","deny","manual","38.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/gh-accessories-pack.webp","Greenhouse Accessory Pack","active"
